KSSS,w1,w2,w3,weights_mape_pct,ml_best_model,ml_best_mape_pct,chosen_source,chosen_model,chosen_w1,chosen_w2,chosen_w3,chosen_mape_pct
104005,0.26,0.55,0.19,59.26,RandomForest,6.266,ml,RandomForest,,,,6.266
3329,0.6,0.07,0.33,8.68,RandomForest,6.281,ml,RandomForest,,,,6.281
2726,0.0,0.16,0.84,11.14,RandomForest,6.282,ml,RandomForest,,,,6.282
166003,0.0,0.03,0.97,26.48,HoltWinters,6.284,ml,HoltWinters,,,,6.284
3498,0.0,0.4,0.6,10.02,HoltWinters,6.286,ml,HoltWinters,,,,6.286
133592,0.1,0.05,0.85,7.7,SARIMAX,6.288,ml,SARIMAX,,,,6.288
155001,0.76,0.0,0.24,10.39,RandomForest,6.288,ml,RandomForest,,,,6.288
133508,0.19,0.11,0.7,11.81,SARIMAX,6.294,ml,SARIMAX,,,,6.294
1955,0.0,0.48,0.52,9.75,RandomForest,6.294,ml,RandomForest,,,,6.294
133397,0.32,0.2,0.48,8.87,HoltWinters,6.299,ml,HoltWinters,,,,6.299
1112,0.0,0.51,0.49,181.72,HoltWinters,6.302,ml,HoltWinters,,,,6.302
1949,0.21,0.14,0.65,9.0,RandomForest,6.303,ml,RandomForest,,,,6.303
5042,0.09,0.21,0.7,14.79,RandomForest,6.303,ml,RandomForest,,,,6.303
133797,1.0,0.0,0.0,124.43,RandomForest,6.305,ml,RandomForest,,,,6.305
163005,0.02,0.05,0.93,7.35,HoltWinters,6.306,ml,HoltWinters,,,,6.306
3159,0.0,0.6,0.4,23.54,SARIMAX,6.306,ml,SARIMAX,,,,6.306
1772,0.0,0.21,0.79,17.65,RandomForest,6.308,ml,RandomForest,,,,6.308
1798,0.22,0.0,0.78,15.5,RandomForest,6.308,ml,RandomForest,,,,6.308
133693,0.02,0.07,0.91,10.34,RandomForest,6.312,ml,RandomForest,,,,6.312
3062,0.18,0.06,0.76,10.88,RandomForest,6.312,ml,RandomForest,,,,6.312
39402,0.05,0.07,0.88,8.79,RandomForest,6.319,ml,RandomForest,,,,6.319
1874,0.22,0.3,0.48,11.68,SARIMAX,6.321,ml,SARIMAX,,,,6.321
133367,0.03,0.01,0.96,8.72,HoltWinters,6.324,ml,HoltWinters,,,,6.324
4208,0.0,0.0,1.0,127.36,SARIMAX,6.326,ml,SARIMAX,,,,6.326
133499,0.0,0.59,0.41,21.44,RandomForest,6.328,ml,RandomForest,,,,6.328
3148,0.15,0.46,0.39,10.43,SARIMAX,6.33,ml,SARIMAX,,,,6.33
3206,0.69,0.07,0.24,10.57,RandomForest,6.333,ml,RandomForest,,,,6.333
133473,0.0,0.02,0.98,10.25,RandomForest,6.335,ml,RandomForest,,,,6.335
155056,0.0,0.4,0.6,13.36,RandomForest,6.335,ml,RandomForest,,,,6.335
1897,0.0,0.18,0.82,12.82,SARIMAX,6.34,ml,SARIMAX,,,,6.34
134147,0.3,0.24,0.46,12.78,RandomForest,6.349,ml,RandomForest,,,,6.349
133536,0.82,0.18,0.0,437.22,HoltWinters,6.352,ml,HoltWinters,,,,6.352
134192,0.02,0.06,0.92,8.53,RandomForest,6.359,ml,RandomForest,,,,6.359
95805,0.0,0.04,0.96,9.13,RandomForest,6.36,ml,RandomForest,,,,6.36
135072,0.3,0.07,0.63,12.5,RandomForest,6.361,ml,RandomForest,,,,6.361
1260,0.13,0.0,0.87,9.39,RandomForest,6.371,ml,RandomForest,,,,6.371
133513,0.19,0.19,0.62,13.24,SARIMAX,6.375,ml,SARIMAX,,,,6.375
3163,0.11,0.23,0.66,9.63,HoltWinters,6.377,ml,HoltWinters,,,,6.377
2607,0.34,0.19,0.47,10.39,SARIMAX,6.378,ml,SARIMAX,,,,6.378
3731,0.34,0.02,0.64,9.96,RandomForest,6.397,ml,RandomForest,,,,6.397
133309,0.47,0.07,0.46,12.85,RandomForest,6.41,ml,RandomForest,,,,6.41
124401,0.0,0.32,0.68,10.12,SARIMAX,6.422,ml,SARIMAX,,,,6.422
133300,0.23,0.08,0.69,11.14,RandomForest,6.424,ml,RandomForest,,,,6.424
3135,0.07,0.0,0.93,8.03,HoltWinters,6.426,ml,HoltWinters,,,,6.426
2451,0.5,0.25,0.25,11.8,HoltWinters,6.431,ml,HoltWinters,,,,6.431
125613,0.34,0.21,0.45,11.16,HoltWinters,6.435,ml,HoltWinters,,,,6.435
4219,0.0,0.18,0.82,14.25,SARIMAX,6.449,ml,SARIMAX,,,,6.449
5018,0.0,1.0,0.0,64.91,RandomForest,6.454,ml,RandomForest,,,,6.454
1906,0.22,0.49,0.29,305.06,HoltWinters,6.462,ml,HoltWinters,,,,6.462
1905,0.01,0.11,0.88,10.56,SARIMAX,6.464,ml,SARIMAX,,,,6.464
136809,0.0,0.05,0.95,7.34,RandomForest,6.467,ml,RandomForest,,,,6.467
160031,0.0,0.36,0.64,11.66,RandomForest,6.468,ml,RandomForest,,,,6.468
2615,0.29,0.47,0.24,17.1,HoltWinters,6.468,ml,HoltWinters,,,,6.468
133609,0.4,0.06,0.54,12.88,SARIMAX,6.474,ml,SARIMAX,,,,6.474
133319,0.09,0.22,0.69,10.22,SARIMAX,6.479,ml,SARIMAX,,,,6.479
133372,0.0,0.17,0.83,7.99,HoltWinters,6.491,ml,HoltWinters,,,,6.491
4214,0.08,0.37,0.55,16.67,RandomForest,6.491,ml,RandomForest,,,,6.491
1891,0.0,0.31,0.69,205.6,SARIMAX,6.505,ml,SARIMAX,,,,6.505
133568,0.01,0.02,0.97,9.3,SARIMAX,6.51,ml,SARIMAX,,,,6.51
3179,0.0,0.23,0.77,13.38,SARIMAX,6.512,ml,SARIMAX,,,,6.512
160413,0.44,0.35,0.21,11.88,RandomForest,6.515,ml,RandomForest,,,,6.515
1909,0.0,0.16,0.84,11.69,SARIMAX,6.517,ml,SARIMAX,,,,6.517
3595,0.25,0.2,0.55,9.82,RandomForest,6.52,ml,RandomForest,,,,6.52
2876,0.0,0.24,0.76,7.83,SARIMAX,6.532,ml,SARIMAX,,,,6.532
2722,0.26,0.51,0.23,23.88,SARIMAX,6.533,ml,SARIMAX,,,,6.533
5091,0.01,0.09,0.9,11.82,HoltWinters,6.538,ml,HoltWinters,,,,6.538
1892,0.12,0.6,0.28,14.62,HoltWinters,6.539,ml,HoltWinters,,,,6.539
133678,0.06,0.05,0.89,8.74,SARIMAX,6.54,ml,SARIMAX,,,,6.54
2736,0.14,0.38,0.48,11.83,HoltWinters,6.548,ml,HoltWinters,,,,6.548
133400,0.33,0.03,0.64,10.19,SARIMAX,6.55,ml,SARIMAX,,,,6.55
134031,0.59,0.1,0.31,10.68,RandomForest,6.561,ml,RandomForest,,,,6.561
1888,0.0,0.03,0.97,13.51,HoltWinters,6.561,ml,HoltWinters,,,,6.561
2711,0.0,0.0,1.0,9.19,RandomForest,6.561,ml,RandomForest,,,,6.561
134132,0.48,0.1,0.42,14.2,RandomForest,6.563,ml,RandomForest,,,,6.563
2911,0.04,0.05,0.91,7.67,HoltWinters,6.564,ml,HoltWinters,,,,6.564
133663,0.29,0.16,0.55,12.14,SARIMAX,6.576,ml,SARIMAX,,,,6.576
8912,0.04,0.06,0.9,8.07,SARIMAX,6.577,ml,SARIMAX,,,,6.577
5073,0.21,0.09,0.7,10.53,SARIMAX,6.579,ml,SARIMAX,,,,6.579
133456,0.27,0.38,0.35,18.11,RandomForest,6.582,ml,RandomForest,,,,6.582
1920,0.0,0.2,0.8,10.03,SARIMAX,6.584,ml,SARIMAX,,,,6.584
2997,0.04,0.12,0.84,13.41,HoltWinters,6.587,ml,HoltWinters,,,,6.587
133443,0.41,0.39,0.2,11.0,RandomForest,6.59,ml,RandomForest,,,,6.59
4177,0.0,0.28,0.72,30.78,SARIMAX,6.602,ml,SARIMAX,,,,6.602
3435,0.0,0.66,0.34,16.85,HoltWinters,6.605,ml,HoltWinters,,,,6.605
1855,0.09,0.31,0.6,21.19,HoltWinters,6.611,ml,HoltWinters,,,,6.611
133565,0.31,0.51,0.18,16.38,RandomForest,6.624,ml,RandomForest,,,,6.624
133544,0.05,0.02,0.93,7.2,RandomForest,6.626,ml,RandomForest,,,,6.626
128201,0.0,0.22,0.78,15.28,HoltWinters,6.629,ml,HoltWinters,,,,6.629
166002,0.0,0.82,0.18,14.77,SARIMAX,6.641,ml,SARIMAX,,,,6.641
3336,0.2,0.05,0.75,7.3,RandomForest,6.645,ml,RandomForest,,,,6.645
3312,0.57,0.0,0.43,11.41,RandomForest,6.647,ml,RandomForest,,,,6.647
39206,0.0,0.06,0.94,9.92,HoltWinters,6.647,ml,HoltWinters,,,,6.647
134128,0.11,0.49,0.4,12.39,SARIMAX,6.653,ml,SARIMAX,,,,6.653
133378,0.0,0.23,0.77,16.52,SARIMAX,6.657,ml,SARIMAX,,,,6.657
3145,0.0,0.74,0.26,151.84,SARIMAX,6.659,ml,SARIMAX,,,,6.659
5053,0.0,0.56,0.44,18.29,RandomForest,6.661,ml,RandomForest,,,,6.661
3175,0.09,0.11,0.8,10.57,RandomForest,6.662,ml,RandomForest,,,,6.662
155075,0.0,0.58,0.42,10.26,RandomForest,6.666,ml,RandomForest,,,,6.666
2226,0.13,0.07,0.8,7.37,SARIMAX,6.666,ml,SARIMAX,,,,6.666
134055,0.0,0.64,0.36,15.77,SARIMAX,6.671,ml,SARIMAX,,,,6.671
2999,0.21,0.58,0.21,22.53,RandomForest,6.673,ml,RandomForest,,,,6.673
133515,0.0,0.16,0.84,8.05,SARIMAX,6.675,ml,SARIMAX,,,,6.675
155052,0.14,0.04,0.82,14.63,SARIMAX,6.685,ml,SARIMAX,,,,6.685
3342,0.0,0.26,0.74,8.83,HoltWinters,6.688,ml,HoltWinters,,,,6.688
2896,0.0,0.18,0.82,9.1,RandomForest,6.689,ml,RandomForest,,,,6.689
133509,0.0,0.15,0.85,34.53,RandomForest,6.699,ml,RandomForest,,,,6.699
5102,0.0,0.12,0.88,9.15,HoltWinters,6.702,ml,HoltWinters,,,,6.702
3274,0.0,0.43,0.57,12.7,HoltWinters,6.708,ml,HoltWinters,,,,6.708
3176,0.0,0.16,0.84,11.49,RandomForest,6.711,ml,RandomForest,,,,6.711
155007,0.76,0.0,0.24,12.17,RandomForest,6.714,ml,RandomForest,,,,6.714
156401,0.0,0.17,0.83,13.86,RandomForest,6.727,ml,RandomForest,,,,6.727
9755,0.38,0.26,0.36,9.06,HoltWinters,6.727,ml,HoltWinters,,,,6.727
133252,0.0,0.07,0.93,10.06,RandomForest,6.729,ml,RandomForest,,,,6.729
1913,0.0,0.14,0.86,29.21,RandomForest,6.744,ml,RandomForest,,,,6.744
133277,0.22,0.0,0.78,10.93,SARIMAX,6.747,ml,SARIMAX,,,,6.747
3213,0.09,0.12,0.79,10.51,RandomForest,6.752,ml,RandomForest,,,,6.752
3328,0.16,0.0,0.84,9.09,SARIMAX,6.752,ml,SARIMAX,,,,6.752
163205,0.0,0.22,0.78,25.65,RandomForest,6.755,ml,RandomForest,,,,6.755
133673,0.12,0.11,0.77,9.0,RandomForest,6.756,ml,RandomForest,,,,6.756
133564,0.09,0.04,0.87,8.78,RandomForest,6.759,ml,RandomForest,,,,6.759
155023,0.54,0.07,0.39,13.59,RandomForest,6.76,ml,RandomForest,,,,6.76
133227,0.3,0.14,0.56,12.29,HoltWinters,6.762,ml,HoltWinters,,,,6.762
6405,0.11,0.03,0.86,7.32,SARIMAX,6.763,ml,SARIMAX,,,,6.763
6986,0.56,0.0,0.44,7.37,RandomForest,6.766,ml,RandomForest,,,,6.766
2685,0.02,0.52,0.46,16.5,SARIMAX,6.784,ml,SARIMAX,,,,6.784
1072,0.13,0.1,0.77,11.23,HoltWinters,6.786,ml,HoltWinters,,,,6.786
133605,0.41,0.15,0.44,9.85,RandomForest,6.789,ml,RandomForest,,,,6.789
8934,0.0,0.37,0.63,11.73,RandomForest,6.789,ml,RandomForest,,,,6.789
155060,0.2,0.03,0.77,9.85,HoltWinters,6.79,ml,HoltWinters,,,,6.79
9316,0.0,0.12,0.88,12.75,RandomForest,6.79,ml,RandomForest,,,,6.79
3462,0.14,0.19,0.67,9.49,SARIMAX,6.791,ml,SARIMAX,,,,6.791
133267,0.27,0.07,0.66,11.18,HoltWinters,6.794,ml,HoltWinters,,,,6.794
163803,0.31,0.2,0.49,15.48,RandomForest,6.795,ml,RandomForest,,,,6.795
2879,1.0,0.0,0.0,100.95,RandomForest,6.806,ml,RandomForest,,,,6.806
1102,0.03,0.01,0.96,10.05,RandomForest,6.816,ml,RandomForest,,,,6.816
133601,0.67,0.13,0.2,13.04,RandomForest,6.816,ml,RandomForest,,,,6.816
134029,0.41,0.13,0.46,10.3,RandomForest,6.816,ml,RandomForest,,,,6.816
3126,0.04,0.18,0.78,12.09,RandomForest,6.816,ml,RandomForest,,,,6.816
125652,0.53,0.33,0.14,12.41,RandomForest,6.82,ml,RandomForest,,,,6.82
2891,0.0,0.54,0.46,14.71,SARIMAX,6.823,ml,SARIMAX,,,,6.823
6448,0.0,0.44,0.56,19.33,HoltWinters,6.824,ml,HoltWinters,,,,6.824
3967,0.05,0.1,0.85,9.07,HoltWinters,6.829,ml,HoltWinters,,,,6.829
3361,0.0,0.65,0.35,12.16,HoltWinters,6.834,ml,HoltWinters,,,,6.834
133450,0.41,0.02,0.57,9.01,SARIMAX,6.842,ml,SARIMAX,,,,6.842
133708,0.0,0.31,0.69,18.46,RandomForest,6.842,ml,RandomForest,,,,6.842
1947,0.33,0.24,0.43,7.74,RandomForest,6.849,ml,RandomForest,,,,6.849
3543,0.0,0.5,0.5,13.92,RandomForest,6.849,ml,RandomForest,,,,6.849
104001,0.0,0.0,1.0,9.07,SARIMAX,6.854,ml,SARIMAX,,,,6.854
63601,0.0,0.0,1.0,13.41,SARIMAX,6.866,ml,SARIMAX,,,,6.866
6438,0.0,0.82,0.18,23.86,HoltWinters,6.866,ml,HoltWinters,,,,6.866
3715,0.0,0.09,0.91,12.66,HoltWinters,6.87,ml,HoltWinters,,,,6.87
1114,0.03,0.06,0.91,7.83,SARIMAX,6.873,ml,SARIMAX,,,,6.873
133530,0.58,0.08,0.34,8.38,RandomForest,6.873,ml,RandomForest,,,,6.873
3767,0.0,0.42,0.58,18.33,RandomForest,6.873,ml,RandomForest,,,,6.873
133266,0.0,0.07,0.93,10.22,RandomForest,6.878,ml,RandomForest,,,,6.878
9320,0.14,0.11,0.75,7.56,HoltWinters,6.883,ml,HoltWinters,,,,6.883
5008,0.3,0.54,0.16,14.24,RandomForest,6.884,ml,RandomForest,,,,6.884
2828,0.0,0.62,0.38,19.97,HoltWinters,6.896,ml,HoltWinters,,,,6.896
141801,0.02,0.08,0.9,8.37,RandomForest,6.903,ml,RandomForest,,,,6.903
133229,0.39,0.08,0.53,12.7,SARIMAX,6.904,ml,SARIMAX,,,,6.904
3174,0.17,0.42,0.41,12.77,RandomForest,6.912,ml,RandomForest,,,,6.912
3957,0.0,0.48,0.52,11.42,SARIMAX,6.912,ml,SARIMAX,,,,6.912
9310,0.51,0.05,0.44,9.25,HoltWinters,6.914,ml,HoltWinters,,,,6.914
134027,0.63,0.01,0.36,12.41,RandomForest,6.916,ml,RandomForest,,,,6.916
133643,0.04,0.29,0.67,12.41,SARIMAX,6.919,ml,SARIMAX,,,,6.919
133245,0.0,0.53,0.47,16.19,RandomForest,6.921,ml,RandomForest,,,,6.921
9745,0.14,0.0,0.86,8.82,HoltWinters,6.93,ml,HoltWinters,,,,6.93
3802,0.35,0.03,0.62,10.17,HoltWinters,6.938,ml,HoltWinters,,,,6.938
3817,0.43,0.1,0.47,8.52,HoltWinters,6.939,ml,HoltWinters,,,,6.939
1059,0.07,0.05,0.88,10.67,SARIMAX,6.95,ml,SARIMAX,,,,6.95
160074,0.0,0.0,1.0,12.7,HoltWinters,6.962,ml,HoltWinters,,,,6.962
133672,0.0,0.15,0.85,13.32,SARIMAX,6.965,ml,SARIMAX,,,,6.965
8727,0.27,0.42,0.31,11.55,RandomForest,6.971,ml,RandomForest,,,,6.971
155015,0.79,0.07,0.14,13.33,RandomForest,6.998,ml,RandomForest,,,,6.998
133667,0.0,0.04,0.96,12.32,HoltWinters,7.009,ml,HoltWinters,,,,7.009
62801,0.02,0.53,0.45,11.62,SARIMAX,7.016,ml,SARIMAX,,,,7.016
133498,0.22,0.09,0.69,9.93,SARIMAX,7.017,ml,SARIMAX,,,,7.017
135043,0.33,0.31,0.36,12.94,HoltWinters,7.018,ml,HoltWinters,,,,7.018
155083,0.02,0.25,0.73,11.71,HoltWinters,7.026,ml,HoltWinters,,,,7.026
1901,0.0,0.51,0.49,15.63,RandomForest,7.028,ml,RandomForest,,,,7.028
133272,0.05,0.27,0.68,10.47,SARIMAX,7.03,ml,SARIMAX,,,,7.03
92401,0.0,0.11,0.89,298.01,RandomForest,7.031,ml,RandomForest,,,,7.031
1823,0.04,0.04,0.92,12.26,SARIMAX,7.036,ml,SARIMAX,,,,7.036
3808,0.27,0.5,0.23,10.88,SARIMAX,7.036,ml,SARIMAX,,,,7.036
134163,0.02,0.27,0.71,10.41,HoltWinters,7.039,ml,HoltWinters,,,,7.039
42801,0.41,0.28,0.31,19.48,SARIMAX,7.039,ml,SARIMAX,,,,7.039
134005,0.62,0.0,0.38,9.68,HoltWinters,7.041,ml,HoltWinters,,,,7.041
133239,0.0,0.08,0.92,82.48,RandomForest,7.043,ml,RandomForest,,,,7.043
133243,,,,,SARIMAX,7.049,ml,SARIMAX,,,,7.049
1066,0.06,0.0,0.94,9.45,RandomForest,7.058,ml,RandomForest,,,,7.058
2646,0.35,0.0,0.65,21.47,SARIMAX,7.062,ml,SARIMAX,,,,7.062
63801,0.99,0.01,0.0,12.31,RandomForest,7.068,ml,RandomForest,,,,7.068
134120,0.09,0.12,0.79,9.26,RandomForest,7.071,ml,RandomForest,,,,7.071
2609,0.65,0.11,0.24,9.85,RandomForest,7.072,ml,RandomForest,,,,7.072
2908,0.25,0.32,0.43,15.26,RandomForest,7.074,ml,RandomForest,,,,7.074
133474,0.0,0.09,0.91,14.53,RandomForest,7.082,ml,RandomForest,,,,7.082
3165,0.0,0.52,0.48,12.99,RandomForest,7.083,ml,RandomForest,,,,7.083
6424,0.0,1.0,0.0,37.71,HoltWinters,7.084,ml,HoltWinters,,,,7.084
2192,0.27,0.0,0.73,7.97,HoltWinters,7.093,ml,HoltWinters,,,,7.093
3737,0.27,0.0,0.73,10.55,RandomForest,7.099,ml,RandomForest,,,,7.099
62404,0.0,0.13,0.87,13.61,RandomForest,7.102,ml,RandomForest,,,,7.102
134047,0.19,0.17,0.64,16.17,SARIMAX,7.103,ml,SARIMAX,,,,7.103
3004,0.57,0.4,0.03,16.23,RandomForest,7.125,ml,RandomForest,,,,7.125
5051,0.1,0.6,0.3,15.14,SARIMAX,7.13,ml,SARIMAX,,,,7.13
133212,0.43,0.57,0.0,26.75,HoltWinters,7.137,ml,HoltWinters,,,,7.137
99602,0.0,0.07,0.93,12.18,RandomForest,7.142,ml,RandomForest,,,,7.142
2307,0.0,0.26,0.74,11.24,SARIMAX,7.146,ml,SARIMAX,,,,7.146
3340,0.0,0.07,0.93,10.22,HoltWinters,7.153,ml,HoltWinters,,,,7.153
8079,0.0,0.45,0.55,8.96,RandomForest,7.154,ml,RandomForest,,,,7.154
133691,0.0,0.09,0.91,10.43,SARIMAX,7.158,ml,SARIMAX,,,,7.158
133235,0.0,0.01,0.99,17.66,RandomForest,7.16,ml,RandomForest,,,,7.16
133632,0.0,0.24,0.76,9.52,SARIMAX,7.161,ml,SARIMAX,,,,7.161
163409,0.42,0.35,0.23,15.76,RandomForest,7.164,ml,RandomForest,,,,7.164
133486,0.35,0.35,0.3,15.2,SARIMAX,7.171,ml,SARIMAX,,,,7.171
134162,0.11,0.12,0.77,9.64,SARIMAX,7.171,ml,SARIMAX,,,,7.171
135029,0.41,0.4,0.19,16.14,SARIMAX,7.172,ml,SARIMAX,,,,7.172
134004,0.1,0.1,0.8,7.41,RandomForest,7.175,ml,RandomForest,,,,7.175
2877,0.41,0.1,0.49,8.83,HoltWinters,7.175,ml,HoltWinters,,,,7.175
133599,0.0,0.51,0.49,14.2,HoltWinters,7.176,ml,HoltWinters,,,,7.176
3443,0.12,0.18,0.7,8.92,RandomForest,7.178,ml,RandomForest,,,,7.178
1767,0.14,0.16,0.7,10.87,RandomForest,7.179,ml,RandomForest,,,,7.179
2548,0.18,0.62,0.2,11.72,SARIMAX,7.182,ml,SARIMAX,,,,7.182
1098,0.01,0.0,0.99,11.2,SARIMAX,7.184,ml,SARIMAX,,,,7.184
3221,0.2,0.08,0.72,10.39,RandomForest,7.184,ml,RandomForest,,,,7.184
133573,0.33,0.15,0.52,13.13,HoltWinters,7.19,ml,HoltWinters,,,,7.19
2174,0.08,0.21,0.71,10.77,HoltWinters,7.195,ml,HoltWinters,,,,7.195
3540,0.76,0.09,0.15,11.27,RandomForest,7.197,ml,RandomForest,,,,7.197
3215,0.0,0.24,0.76,15.2,RandomForest,7.199,ml,RandomForest,,,,7.199
2709,0.28,0.19,0.53,11.73,SARIMAX,7.202,ml,SARIMAX,,,,7.202
1896,0.22,0.05,0.73,10.29,HoltWinters,7.207,ml,HoltWinters,,,,7.207
1774,0.0,0.45,0.55,11.67,RandomForest,7.208,ml,RandomForest,,,,7.208
155003,0.03,0.03,0.94,9.09,HoltWinters,7.21,ml,HoltWinters,,,,7.21
155103,0.0,0.46,0.54,15.32,RandomForest,7.21,ml,RandomForest,,,,7.21
133358,0.04,0.48,0.48,10.85,SARIMAX,7.211,ml,SARIMAX,,,,7.211
133545,0.07,0.14,0.79,10.19,RandomForest,7.212,ml,RandomForest,,,,7.212
9424,0.0,0.23,0.77,8.94,SARIMAX,7.218,ml,SARIMAX,,,,7.218
3765,0.0,0.01,0.99,28.17,RandomForest,7.222,ml,RandomForest,,,,7.222
9812,0.21,0.2,0.59,12.04,HoltWinters,7.227,ml,HoltWinters,,,,7.227
125607,0.0,0.22,0.78,7.65,RandomForest,7.232,ml,RandomForest,,,,7.232
5043,0.12,0.0,0.88,9.85,SARIMAX,7.239,ml,SARIMAX,,,,7.239
133809,0.57,0.42,0.01,19.39,RandomForest,7.24,ml,RandomForest,,,,7.24
135076,0.38,0.42,0.2,11.62,HoltWinters,7.242,ml,HoltWinters,,,,7.242
3725,0.05,0.07,0.88,10.79,SARIMAX,7.243,ml,SARIMAX,,,,7.243
2713,0.0,0.31,0.69,9.56,SARIMAX,7.252,ml,SARIMAX,,,,7.252
92202,0.35,0.23,0.42,9.39,HoltWinters,7.252,ml,HoltWinters,,,,7.252
133675,0.02,0.11,0.87,16.33,SARIMAX,7.258,ml,SARIMAX,,,,7.258
2616,0.52,0.22,0.26,14.66,SARIMAX,7.27,ml,SARIMAX,,,,7.27
125618,0.49,0.51,0.0,16.57,RandomForest,7.272,ml,RandomForest,,,,7.272
3059,0.16,0.49,0.35,30.41,RandomForest,7.274,ml,RandomForest,,,,7.274
133323,0.0,0.82,0.18,31.44,HoltWinters,7.28,ml,HoltWinters,,,,7.28
3396,0.55,0.01,0.44,11.46,RandomForest,7.282,ml,RandomForest,,,,7.282
1768,0.15,0.0,0.85,8.8,HoltWinters,7.284,ml,HoltWinters,,,,7.284
3813,0.4,0.09,0.51,12.7,HoltWinters,7.286,ml,HoltWinters,,,,7.286
133717,0.53,0.07,0.4,11.95,HoltWinters,7.287,ml,HoltWinters,,,,7.287
64401,0.0,0.76,0.24,18.55,SARIMAX,7.288,ml,SARIMAX,,,,7.288
39208,0.25,0.18,0.57,9.14,RandomForest,7.298,ml,RandomForest,,,,7.298
5026,0.02,0.11,0.87,11.55,RandomForest,7.306,ml,RandomForest,,,,7.306
163623,0.25,0.31,0.44,12.84,RandomForest,7.312,ml,RandomForest,,,,7.312
3822,0.49,0.1,0.41,12.15,HoltWinters,7.32,ml,HoltWinters,,,,7.32
133492,0.0,0.83,0.17,20.69,RandomForest,7.322,ml,RandomForest,,,,7.322
133595,0.0,0.0,1.0,380.09,SARIMAX,7.326,ml,SARIMAX,,,,7.326
3394,0.46,0.0,0.54,12.8,RandomForest,7.331,ml,RandomForest,,,,7.331
5069,0.06,0.16,0.78,14.24,RandomForest,7.331,ml,RandomForest,,,,7.331
7426,0.28,0.12,0.6,12.13,RandomForest,7.332,ml,RandomForest,,,,7.332
8662,0.2,0.04,0.76,11.18,SARIMAX,7.333,ml,SARIMAX,,,,7.333
5068,0.0,0.41,0.59,14.48,SARIMAX,7.335,ml,SARIMAX,,,,7.335
133710,0.29,0.08,0.63,9.93,RandomForest,7.336,ml,RandomForest,,,,7.336
3445,0.18,0.22,0.6,8.99,RandomForest,7.343,ml,RandomForest,,,,7.343
3805,0.0,0.07,0.93,8.0,HoltWinters,7.349,ml,HoltWinters,,,,7.349
9319,0.11,0.1,0.79,11.3,SARIMAX,7.349,ml,SARIMAX,,,,7.349
135023,0.26,0.32,0.42,17.13,SARIMAX,7.353,ml,SARIMAX,,,,7.353
160032,0.14,0.7,0.16,14.28,RandomForest,7.364,ml,RandomForest,,,,7.364
3346,0.07,0.0,0.93,7.52,HoltWinters,7.366,ml,HoltWinters,,,,7.366
2749,0.45,0.25,0.3,12.78,SARIMAX,7.37,ml,SARIMAX,,,,7.37
61001,0.0,0.18,0.82,12.91,RandomForest,7.381,ml,RandomForest,,,,7.381
136812,0.0,0.3,0.7,9.89,RandomForest,7.389,ml,RandomForest,,,,7.389
3330,0.0,0.6,0.4,10.83,RandomForest,7.391,ml,RandomForest,,,,7.391
64402,0.02,0.05,0.93,9.73,RandomForest,7.402,ml,RandomForest,,,,7.402
3377,0.3,0.41,0.29,10.27,RandomForest,7.404,ml,RandomForest,,,,7.404
8796,0.32,0.3,0.38,10.94,HoltWinters,7.405,ml,HoltWinters,,,,7.405
3818,0.08,0.15,0.77,12.72,HoltWinters,7.411,ml,HoltWinters,,,,7.411
6417,0.15,0.0,0.85,9.14,HoltWinters,7.414,ml,HoltWinters,,,,7.414
5097,0.0,0.52,0.48,13.34,HoltWinters,7.428,ml,HoltWinters,,,,7.428
3397,0.0,0.68,0.32,15.91,SARIMAX,7.429,ml,SARIMAX,,,,7.429
133630,0.24,0.12,0.64,11.55,HoltWinters,7.43,ml,HoltWinters,,,,7.43
94403,0.06,0.1,0.84,15.8,SARIMAX,7.43,ml,SARIMAX,,,,7.43
125604,0.3,0.34,0.36,10.47,SARIMAX,7.436,ml,SARIMAX,,,,7.436
2894,0.01,0.12,0.87,10.54,RandomForest,7.436,ml,RandomForest,,,,7.436
133519,0.38,0.04,0.58,12.1,SARIMAX,7.438,ml,SARIMAX,,,,7.438
134010,0.0,0.53,0.47,12.66,SARIMAX,7.459,ml,SARIMAX,,,,7.459
155021,0.34,0.39,0.27,12.41,HoltWinters,7.462,ml,HoltWinters,,,,7.462
2910,0.0,0.22,0.78,12.82,RandomForest,7.463,ml,RandomForest,,,,7.463
1808,0.84,0.0,0.16,16.69,RandomForest,7.47,ml,RandomForest,,,,7.47
2747,0.11,0.69,0.2,37.27,RandomForest,7.478,ml,RandomForest,,,,7.478
134022,0.17,0.26,0.57,12.63,RandomForest,7.479,ml,RandomForest,,,,7.479
92404,0.0,0.25,0.75,60.38,SARIMAX,7.479,ml,SARIMAX,,,,7.479
2608,0.42,0.03,0.55,10.46,HoltWinters,7.488,ml,HoltWinters,,,,7.488
5104,0.5,0.13,0.37,13.63,RandomForest,7.488,ml,RandomForest,,,,7.488
133240,0.13,0.3,0.57,16.7,HoltWinters,7.49,ml,HoltWinters,,,,7.49
3352,0.39,0.02,0.59,9.11,RandomForest,7.495,ml,RandomForest,,,,7.495
155100,0.28,0.21,0.51,9.59,SARIMAX,7.504,ml,SARIMAX,,,,7.504
3393,0.0,0.57,0.43,11.54,RandomForest,7.512,ml,RandomForest,,,,7.512
